Case_Number,Detail_URL,Filing_Date,Defendant_Name,Defendant_Correspondence,Plaintiff_Name,Plaintiff_Correspondence
92090439,https://ttabvue.uspto.gov/ttabvue/v?pno=92090439&pty=CAN,12/22/2025,Construction Management Institute of the United States of America Inc,"Mark: CMI-FSPS#:98514586R#:7661879, S#: 98514586","Project Management Institute, Inc.","Mark: PMI SCHEDULING PROFESSIONAL (PMI-SP)S#:77409410R#:3562355Mark:PMI-SPS#:77404162R#:3544918, S#: 77409410"
